n02268443	dragonfly	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: darner dragonfly, emerald dragonfly, adult dragonfly, zone dragonfly, skimmer dragonfly, hawker dragonfly	[lemma] *: dragonfly in, dragonfly nymph, dragonfly or, dragonfly &#39;s, dragonfly larva, dragonfly and, dragonfly larvae, dragonfly is, dragonfly with, dragonfly nymphs	[lemma] in the *: 	* [lemma]: A dragonfly, the dragonfly, blue dragonfly, The dragonfly, a dragonfly, in dragonfly, large dragonfly, of dragonfly, adult dragonfly, and dragonfly	*_ADJ [lemma]: blue dragonfly, giant dragonfly, red dragonfly, small dragonfly, male dragonfly, large dragonfly, green dragonfly, adult dragonfly, winged dragonfly, young dragonfly
n02174001	rhinoceros beetle	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: palm rhinoceros beetle, coconut rhinoceros beetle	[lemma] *: rhinoceros beetle is, rhinoceros beetle Oryctes, rhinoceros beetle in, rhinoceros beetle has, rhinoceros beetle and, rhinoceros beetle which	[lemma] in the *: 	* [lemma]: A rhinoceros beetle, Indian rhinoceros beetle, a rhinoceros beetle, of rhinoceros beetle, large rhinoceros beetle, coconut rhinoceros beetle, _ rhinoceros beetle, palm rhinoceros beetle, the rhinoceros beetle, The rhinoceros beetle	*_ADJ [lemma]: large rhinoceros beetle, Indian rhinoceros beetle
n02109525	Saint Bernard	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: century Saint Bernard, B.D. Saint Bernard, Mont Saint Bernard, Petit Saint Bernard, Grand Saint Bernard, Great Saint Bernard, Melanges Saint Bernard, Quai Saint Bernard, Mount Saint Bernard, Little Saint Bernard	[lemma] *: Saint Bernard of, Saint Bernard in, Saint Bernard to, Saint Bernard &#39;s, Saint Bernard Pass, Saint Bernard had, Saint Bernard was, Saint Bernard dog, Saint Bernard and, Saint Bernard is	[lemma] in the *: Saint Bernard in the twelfth	* [lemma]: Great Saint Bernard, de Saint Bernard, to Saint Bernard, by Saint Bernard, a Saint Bernard, _ Saint Bernard, of Saint Bernard, Little Saint Bernard, the Saint Bernard, and Saint Bernard	*_ADJ [lemma]: good Saint Bernard, great Saint Bernard, blessed Saint Bernard, holy Saint Bernard, famous Saint Bernard, little Saint Bernard, big Saint Bernard, large Saint Bernard, Holy Saint Bernard, huge Saint Bernard
n02109525	St Bernard	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: Quai St Bernard, Grand St Bernard, Little St Bernard, monk St Bernard, Mont St Bernard, Petit St Bernard, Great St Bernard, Mt St Bernard, Stanton St Bernard, Mount St Bernard	[lemma] *: St Bernard &#39;s, St Bernard is, St Bernard says, St Bernard to, St Bernard and, St Bernard Pass, St Bernard of, St Bernard was, St Bernard in, St Bernard had	[lemma] in the *: St Bernard in the twelfth	* [lemma]: as St Bernard, and St Bernard, Little St Bernard, _ St Bernard, Mont St Bernard, by St Bernard, Great St Bernard, to St Bernard, the St Bernard, of St Bernard	*_ADJ [lemma]: large St Bernard, famous St Bernard, old St Bernard, Little St Bernard, huge St Bernard, great St Bernard, big St Bernard, little St Bernard
n02794156	barometer	[lemma] is *_VERB: barometer is read, barometer is falling, barometer is carried, barometer is rising, barometer is taken, barometer is constructed	[lemma] was *_VERB: barometer was broken, barometer was invented, barometer was rising, barometer was carried, barometer was falling, barometer was observed	*_NOUN [lemma]: business barometer, wheel barometer, siphon barometer, mountain barometer, mercury barometer, water barometer, glass barometer, syphon barometer, inches barometer, cistern barometer	[lemma] *: barometer stands, barometer to, barometer tube, barometer of, barometer reading, barometer was, barometer is, barometer in, barometer at, barometer and	[lemma] in the *: barometer in the hall, barometer in the laboratory, barometer in the cabin, barometer in the room, barometer in the snow, barometer in the parlor, barometer in the writer	* [lemma]: The barometer, aneroid barometer, mercury barometer, of barometer, low barometer, the barometer, a barometer, _ barometer, mercurial barometer, and barometer	*_ADJ [lemma]: portable barometer, marine barometer, aneroid barometer, standard barometer, good barometer, common barometer, low barometer, high barometer, mercurial barometer, political barometer
n04208210	shovel	[lemma] is *_VERB: shovel is wielded, shovel is moved, shovel is working, shovel is kept, shovel is operated, shovel is employed	[lemma] was *_VERB: shovel was moved, shovel was scraping, shovel was put, shovel was working	*_NOUN [lemma]: coal shovel, fire shovel, hand shovel, iron shovel, steam shovel, power shovel, snow shovel, Steam shovel, tractor shovel, scoop shovel	[lemma] *: shovel with, shovel the, shovel of, shovel in, shovel to, shovel and, shovel hat, shovel is, shovel was, shovel or	[lemma] in the *: shovel in the ground, shovel in the sand, shovel in the earth, shovel in the chimney, shovel in the gravel, shovel in the hands, shovel in the dirt, shovel in the fire, shovel in the coal	* [lemma]: of shovel, the shovel, and shovel, power shovel, or shovel, his shovel, steam shovel, a shovel, to shovel, The shovel	*_ADJ [lemma]: hot shovel, old shovel, large shovel, pointed shovel, little shovel, electric shovel, handled shovel, wooden shovel, first shovel, small shovel
n02095889	Sealyham terrier	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: 	[lemma] in the *: 	* [lemma]: the Sealyham terrier, The Sealyham terrier, a Sealyham terrier, _ Sealyham terrier	*_ADJ [lemma]: 
n02095889	Sealyham	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: American Sealyham, Terrier Sealyham	[lemma] *: Sealyham The, Sealyham and, Sealyham puppy, Sealyham Terrier, Sealyham terrier, Sealyham Terriers, Sealyham &#39;s, Sealyham in, Sealyham was, Sealyham terriers	[lemma] in the *: 	* [lemma]: old Sealyham, The Sealyham, the Sealyham, her Sealyham, a Sealyham, &#39;s Sealyham, little Sealyham, and Sealyham, of Sealyham, _ Sealyham	*_ADJ [lemma]: white Sealyham, old Sealyham, little Sealyham
n03866082	overskirt	[lemma] is *_VERB: 	[lemma] was *_VERB: overskirt was caught, overskirt was looped	*_NOUN [lemma]: gauze overskirt, chiffon overskirt, velvet overskirt, silk overskirt, satin overskirt, tulle overskirt, lace overskirt	[lemma] *: overskirt or, overskirt which, overskirt in, overskirt that, overskirt was, overskirt of, overskirt is, overskirt with, overskirt and, overskirt caught	[lemma] in the *: 	* [lemma]: an overskirt, the overskirt, or overskirt, draped overskirt, with overskirt, short overskirt, The overskirt, and overskirt, her overskirt, lace overskirt	*_ADJ [lemma]: short overskirt, black overskirt, draped overskirt, trained overskirt, red overskirt, blue overskirt, full overskirt, open overskirt, up overskirt, long overskirt
n02487347	macaque	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: Bonnet macaque, bonnet macaque, Java macaque, rock macaque, pigtail macaque, toque macaque, baby macaque, rhesus macaque, Celebes macaque, Moor macaque	[lemma] *: macaque or, macaque &#39;s, macaque in, macaque of, macaque monkeys, macaque and, macaque species, macaque is, macaque monkey, macaque visual	[lemma] in the *: 	* [lemma]: bonnet macaque, the macaque, of macaque, a macaque, in macaque, rhesus macaque, Barbary macaque, Japanese macaque, and macaque, tailed macaque	*_ADJ [lemma]: stumptail macaque, common macaque, eating macaque, young macaque, Rhesus macaque, rhesus macaque, Barbary macaque, female macaque, Japanese macaque, tailed macaque
n03196217	digital clock	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: digital clock and, digital clock is, digital clock read, digital clock was, digital clock radio, digital clock on, digital clock that, digital clock to, digital clock with, digital clock in	[lemma] in the *: digital clock in the dashboard	* [lemma]: a digital clock, her digital clock, his digital clock, the digital clock, The digital clock, A digital clock, &#39;s digital clock, large digital clock, and digital clock, with digital clock	*_ADJ [lemma]: big digital clock, electronic digital clock, huge digital clock, illuminated digital clock, large digital clock, new digital clock, bedside digital clock, small digital clock, in digital clock, hour digital clock
n07684084	French loaf	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: French loaf and, French loaf is, French loaf of, French loaf with, French loaf into, French loaf in	[lemma] in the *: 	* [lemma]: crusty French loaf, long French loaf, A French loaf, small French loaf, of French loaf, the French loaf, a French loaf	*_ADJ [lemma]: long French loaf, crusty French loaf, small French loaf
n03476991	hair spray	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: aerosol hair spray	[lemma] *: hair spray and, hair spray or, hair spray for, hair spray in, hair spray is, hair spray to, hair spray can, hair spray on, hair spray that, hair spray was	[lemma] in the *: 	* [lemma]: as hair spray, of hair spray, a hair spray, and hair spray, use hair spray, &#39;s hair spray, the hair spray, or hair spray, with hair spray, to hair spray	*_ADJ [lemma]: much hair spray, Net hair spray, little hair spray, new hair spray, more hair spray, enough hair spray, cheap hair spray, hold hair spray, scented hair spray
n03590841	jack-o  -lantern	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: 	[lemma] in the *: 	* [lemma]: and jack - o, _ jack - o, of jack - o, with jack - o, into jack - o, The jack - o, the jack - o, a jack - o, like jack - o, Halloween jack - o	*_ADJ [lemma]: 
n03450230	gown	[lemma] is *_VERB: gown is removed, gown is trimmed, gown is cut, gown is hung, gown is given, gown is thrown, gown is worn, gown is put	[lemma] was *_VERB: gown was scoured, gown was stained, gown was fastened, gown was covered, gown was cut, gown was thrown, gown was torn, gown was wrapped, gown was worn	*_NOUN [lemma]: night gown, satin gown, cotton gown, evening gown, velvet gown, morning gown, muslin gown, wedding gown, silk gown, stuff gown	[lemma] *: gown with, gown to, gown in, gown of, gown for, gown and, gown or, gown was, gown is, gown that	[lemma] in the *: gown in the garden, gown in the morning, gown in the evening, gown in the back, gown in the pulpit, gown in the streets, gown in the vestry	* [lemma]: a gown, the gown, her gown, his gown, and gown, &#39;s gown, silk gown, white gown, black gown, dressing gown	*_ADJ [lemma]: red gown, blue gown, black gown, new gown, short gown, loose gown, long gown, scarlet gown, green gown, white gown
n02099601	golden retriever	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: family golden retriever	[lemma] *: golden retriever who, golden retriever was, golden retriever is, golden retriever and, golden retriever in, golden retriever that, golden retriever puppy, golden retriever named, golden retriever with, golden retriever &#39;s	[lemma] in the *: 	* [lemma]: old golden retriever, The golden retriever, her golden retriever, A golden retriever, our golden retriever, the golden retriever, my golden retriever, his golden retriever, &#39;s golden retriever, a golden retriever	*_ADJ [lemma]: old golden retriever, female golden retriever, big golden retriever, beloved golden retriever, male golden retriever, young golden retriever, large golden retriever, friendly golden retriever, beautiful golden retriever, purebred golden retriever
n03180011	desktop computer	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: office desktop computer, PC desktop computer, IBM desktop computer, Dell desktop computer, Macintosh desktop computer, home desktop computer	[lemma] *: desktop computer and, desktop computer to, desktop computer that, desktop computer is, desktop computer or, desktop computer system, desktop computer with, desktop computer systems, desktop computer in, desktop computer for	[lemma] in the *: 	* [lemma]: and desktop computer, his desktop computer, the desktop computer, a desktop computer, of desktop computer, &#39;s desktop computer, A desktop computer, or desktop computer, The desktop computer, your desktop computer	*_ADJ [lemma]: standard desktop computer, own desktop computer, personal desktop computer, modern desktop computer, powerful desktop computer, single desktop computer, typical desktop computer, new desktop computer, first desktop computer, small desktop computer
n03259280	Dutch oven	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: tin Dutch oven, aluminum Dutch oven, iron Dutch oven	[lemma] *: Dutch oven is, Dutch oven to, Dutch oven in, Dutch oven was, Dutch oven for, Dutch oven and, Dutch oven with, Dutch oven over, Dutch oven or, Dutch oven before	[lemma] in the *: 	* [lemma]: in Dutch oven, old Dutch oven, iron Dutch oven, a Dutch oven, or Dutch oven, _ Dutch oven, The Dutch oven, the Dutch oven, quart Dutch oven, large Dutch oven	*_ADJ [lemma]: little Dutch oven, own Dutch oven, old Dutch oven, iron Dutch oven, small Dutch oven, big Dutch oven, heavy Dutch oven, fashioned Dutch oven, quart Dutch oven, large Dutch oven
n02526121	eel	[lemma] is *_VERB: eel is taken, eel is caught, eel is known, eel is born, eel is considered	[lemma] was *_VERB: eel was taken, eel was cooked, eel was caught	*_NOUN [lemma]: sand eel, water eel, river eel, Surinam eel, salt eel, Conger eel, vinegar eel, Moray eel, sea eel, Electric eel	[lemma] *: eel that, eel of, eel in, eel to, eel was, eel &#39;s, eel or, eel is, eel and, eel grass	[lemma] in the *: eel in the hand, eel in the well, eel in the water, eel in the pond, eel in the mud, eel in the river, eel in the fundamental	* [lemma]: _ eel, common eel, of eel, The eel, conger eel, or eel, an eel, and eel, the eel, electric eel	*_ADJ [lemma]: large eel, small eel, common eel, electrical eel, European eel, conger eel, silver eel, moray eel, American eel, electric eel
n02643566	lionfish	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: dwarf lionfish	[lemma] *: lionfish &#39;s, lionfish or, lionfish and, lionfish are, lionfish is, lionfish has, lionfish Pterois, lionfish can, lionfish in, lionfish will	[lemma] in the *: 	* [lemma]: The lionfish, and lionfish, or lionfish, as lionfish, A lionfish, of lionfish, _ lionfish, dwarf lionfish, the lionfish, a lionfish	*_ADJ [lemma]: beautiful lionfish, poisonous lionfish
n13054560	bolete	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: king bolete	[lemma] *: bolete mushrooms, bolete is, bolete and	[lemma] in the *: 	* [lemma]: edible bolete, the bolete, of bolete, a bolete, king bolete	*_ADJ [lemma]: edible bolete
n01751748	sea snake	[lemma] is *_VERB: 	[lemma] was *_VERB: 	*_NOUN [lemma]: 	[lemma] *: sea snake which, sea snake and, sea snake venoms, sea snake bite, sea snake of, sea snake venom, sea snake has, sea snake is, sea snake Pelamis, sea snake bites	[lemma] in the *: 	* [lemma]: great sea snake, banded sea snake, The sea snake, the sea snake, only sea snake, bellied sea snake, a sea snake, of sea snake, A sea snake, and sea snake	*_ADJ [lemma]: great sea snake, bellied sea snake, poisonous sea snake, only sea snake, banded sea snake, huge sea snake, common sea snake, yellow sea snake, olive sea snake, pelagic sea snake
