n02268443	dragonfly	[lemma] was *_VERB: 	[lemma] is *_VERB: dragonfly is called, dragonfly is shown	*_ADJ [lemma]: adult dragonfly, blue dragonfly, giant dragonfly, green dragonfly, large dragonfly, male dragonfly, red dragonfly, small dragonfly, winged dragonfly, young dragonfly	[lemma] in the *: 	*_NOUN [lemma]: adult dragonfly, darner dragonfly, emerald dragonfly, hawker dragonfly, skimmer dragonfly, zone dragonfly
n02727426	apiary	* [lemma]: The apiary, an apiary, his apiary, large apiary, my apiary, one apiary, own apiary, small apiary, the apiary, your apiary	[lemma] *: apiary and, apiary at, apiary for, apiary in, apiary is, apiary of, apiary or, apiary should, apiary to, apiary was
n02727426	bee house	* [lemma]: a bee house, the bee house	[lemma] *: bee house and, bee house in
n03908618	pencil box	* [lemma]: &#39;s pencil box, A pencil box, a pencil box, and pencil box, her pencil box, his pencil box, my pencil box, new pencil box, the pencil box, your pencil box	[lemma] *: pencil box and, pencil box for, pencil box from, pencil box in, pencil box on, pencil box or, pencil box that, pencil box to, pencil box was, pencil box with
n03908618	pencil case	* [lemma]: &#39;s pencil case, a pencil case, and pencil case, gold pencil case, her pencil case, his pencil case, my pencil case, or pencil case, silver pencil case, the pencil case	[lemma] *: pencil case and, pencil case for, pencil case from, pencil case in, pencil case of, pencil case on, pencil case or, pencil case to, pencil case was, pencil case with
n03854065	organ	* [lemma]: The organ, an organ, and organ, of organ, official organ, or organ, other organ, that organ, the organ, this organ	[lemma] *: organ and, organ for, organ has, organ in, organ is, organ of, organ or, organ to, organ was, organ which
n03854065	pipe organ	* [lemma]: A pipe organ, The pipe organ, a pipe organ, and pipe organ, fine pipe organ, first pipe organ, great pipe organ, large pipe organ, new pipe organ, the pipe organ	[lemma] *: pipe organ and, pipe organ at, pipe organ for, pipe organ in, pipe organ is, pipe organ of, pipe organ to, pipe organ was, pipe organ which, pipe organ with
n02457408	three-toed sloth	* [lemma]: A three - toed sloth, The three - toed sloth, _ three - toed sloth, a three - toed sloth, or three - toed sloth, the three - toed sloth, throated three - toed sloth	[lemma] *: three - toed sloth Bradypus, three - toed sloth and, three - toed sloth has, three - toed sloth in, three - toed sloth is, three - toed sloth of
n02457408	ai	* [lemma]: _ ai, and ai, et ai, j&#39;en ai, l&#39; ai, lui ai, of ai, the ai, to ai, vous ai	[lemma] *: ai _, ai a, ai and, ai d, ai dit, ai fait, ai in, ai is, ai the, ai to
n02457408	Bradypus tridactylus	* [lemma]: _ Bradypus tridactylus, of Bradypus tridactylus, sloth Bradypus tridactylus, the Bradypus tridactylus	[lemma] *: Bradypus tridactylus and
n03028079	church	* [lemma]: Christian church, The church, a church, his church, in church, of church, parish church, the church, this church, to church	[lemma] *: church and, church at, church has, church in, church is, church of, church on, church or, church to, church was
n03028079	church building	* [lemma]: The church building, a church building, first church building, for church building, in church building, new church building, of church building, old church building, present church building, the church building	[lemma] *: church building and, church building at, church building for, church building in, church building is, church building of, church building on, church building to, church building was, church building which
n03594945	jeep	* [lemma]: &#39;s jeep, A jeep, The jeep, a jeep, by jeep, his jeep, my jeep, our jeep, the jeep, their jeep	[lemma] *: jeep &#39;s, jeep and, jeep driver, jeep for, jeep had, jeep in, jeep or, jeep to, jeep was, jeep with
n03594945	landrover	* [lemma]: &#39;s landrover, The landrover, a landrover, and landrover, by landrover, his landrover, my landrover, our landrover, police landrover, the landrover	[lemma] *: landrover and, landrover for, landrover had, landrover in, landrover on, landrover or, landrover to, landrover was, landrover which, landrover with
n04346328	stupa	* [lemma]: Buddhist stupa, The stupa, a stupa, great stupa, main stupa, of stupa, or stupa, small stupa, the stupa, this stupa	[lemma] *: stupa and, stupa at, stupa in, stupa is, stupa of, stupa on, stupa or, stupa was, stupa which, stupa with
n04346328	tope	* [lemma]: Buddhist tope, The tope, _ tope, a tope, and tope, great tope, mango tope, or tope, the tope, this tope	[lemma] *: tope and, tope at, tope in, tope is, tope of, tope on, tope or, tope to, tope was, tope with
n03935335	piggy bank	* [lemma]: &#39;s piggy bank, A piggy bank, The piggy bank, a piggy bank, her piggy bank, his piggy bank, little piggy bank, my piggy bank, the piggy bank, your piggy bank	[lemma] *: piggy bank and, piggy bank for, piggy bank in, piggy bank is, piggy bank on, piggy bank or, piggy bank that, piggy bank to, piggy bank was, piggy bank with
n03935335	penny bank	* [lemma]: &#39;s penny bank, a penny bank, and penny bank, my penny bank, the penny bank	[lemma] *: penny bank and, penny bank in, penny bank to, penny bank was
n03733281	maze	* [lemma]: &#39;s maze, The maze, a maze, bewildering maze, in maze, intricate maze, mighty maze, of maze, the maze, this maze	[lemma] *: maze Of, maze and, maze in, maze is, maze learning, maze of, maze or, maze to, maze was, maze with
n03733281	labyrinth	* [lemma]: The labyrinth, a labyrinth, bony labyrinth, inextricable labyrinth, membranous labyrinth, of labyrinth, or labyrinth, that labyrinth, the labyrinth, this labyrinth	[lemma] *: labyrinth and, labyrinth are, labyrinth from, labyrinth in, labyrinth is, labyrinth of, labyrinth or, labyrinth to, labyrinth was, labyrinth which
n02256656	cicada	* [lemma]: A cicada, The cicada, a cicada, and cicada, male cicada, of cicada, or cicada, periodical cicada, the cicada, year cicada	[lemma] *: cicada &#39;s, cicada and, cicada has, cicada in, cicada is, cicada killer, cicada of, cicada or, cicada was, cicada which
n02256656	cicala	* [lemma]: The cicala, a cicala, dry cicala, la cicala, of cicala, or cicala, shrill cicala, stunning cicala, the cicala, to cicala	[lemma] *: cicala &#39;s, cicala and, cicala dies, cicala in, cicala is, cicala sings, cicala sleeps, cicala sung, cicala that, cicala to
n04371430	swimming trunks	* [lemma]: and swimming trunks, blue swimming trunks, his swimming trunks, in swimming trunks, into swimming trunks, my swimming trunks, of swimming trunks, the swimming trunks, their swimming trunks, wearing swimming trunks	[lemma] *: swimming trunks and, swimming trunks for, swimming trunks he, swimming trunks in, swimming trunks on, swimming trunks or, swimming trunks that, swimming trunks to, swimming trunks were, swimming trunks with
n04371430	bathing trunks	* [lemma]: and bathing trunks, black bathing trunks, blue bathing trunks, his bathing trunks, in bathing trunks, my bathing trunks, of bathing trunks, the bathing trunks, their bathing trunks, wearing bathing trunks	[lemma] *: bathing trunks and, bathing trunks are, bathing trunks for, bathing trunks in, bathing trunks on, bathing trunks or, bathing trunks to, bathing trunks under, bathing trunks were, bathing trunks with
n02951585	can opener	* [lemma]: 1 can opener, A can opener, The can opener, a can opener, and can opener, beer can opener, electric can opener, new can opener, of can opener, the can opener	[lemma] *: can opener _, can opener and, can opener in, can opener is, can opener on, can opener or, can opener that, can opener to, can opener was, can opener with
n02951585	tin opener	* [lemma]: A tin opener, a tin opener, and tin opener, no tin opener, sardine tin opener, the tin opener	[lemma] *: tin opener and, tin opener in, tin opener or, tin opener to
n02317335	starfish	* [lemma]: A starfish, The starfish, _ starfish, a starfish, and starfish, common starfish, in starfish, of starfish, the starfish, thorns starfish	[lemma] *: starfish and, starfish are, starfish can, starfish egg, starfish eggs, starfish has, starfish in, starfish is, starfish or, starfish to
n02317335	sea star	* [lemma]: A sea star, The sea star, _ sea star, a sea star, common sea star, of sea star, or sea star, the sea star, this sea star, thorns sea star	[lemma] *: sea star &#39;s, sea star Asterias, sea star Pisaster, sea star _, sea star and, sea star can, sea star in, sea star is, sea star to, sea star was
n02028035	redshank	* [lemma]: Spotted redshank, The redshank, a redshank, and redshank, common redshank, dusky redshank, of redshank, or redshank, spotted redshank, the redshank	[lemma] *: redshank &#39;s, redshank Tringa, redshank and, redshank has, redshank in, redshank is, redshank on, redshank or, redshank was, redshank with
n02028035	Tringa totanus	* [lemma]: REDSHANK Tringa totanus, Redshank Tringa totanus, _ Tringa totanus, redshank Tringa totanus	[lemma] *: Tringa totanus L., Tringa totanus Tringa, Tringa totanus _, Tringa totanus and, Tringa totanus totanus
n02909870	bucket	* [lemma]: A bucket, The bucket, a bucket, and bucket, each bucket, his bucket, of bucket, or bucket, the bucket, water bucket	[lemma] *: bucket and, bucket for, bucket in, bucket is, bucket of, bucket on, bucket or, bucket to, bucket was, bucket with
n02909870	pail	* [lemma]: a pail, and pail, dinner pail, garbage pail, her pail, his pail, milk pail, or pail, the pail, tin pail	[lemma] *: pail and, pail full, pail in, pail is, pail of, pail on, pail or, pail to, pail was, pail with
n02927161	butcher shop	* [lemma]: &#39;s butcher shop, The butcher shop, a butcher shop, and butcher shop, his butcher shop, kosher butcher shop, local butcher shop, or butcher shop, small butcher shop, the butcher shop	[lemma] *: butcher shop and, butcher shop at, butcher shop for, butcher shop in, butcher shop is, butcher shop on, butcher shop or, butcher shop to, butcher shop was, butcher shop with
n02927161	meat market	* [lemma]: &#39;s meat market, The meat market, a meat market, and meat market, his meat market, local meat market, or meat market, retail meat market, the meat market, wholesale meat market	[lemma] *: meat market and, meat market at, meat market for, meat market in, meat market is, meat market of, meat market on, meat market or, meat market to, meat market was
n02422699	impala	* [lemma]: The impala, _ impala, an impala, and impala, as impala, in impala, of impala, or impala, the impala, young impala	[lemma] *: impala &#39;s, impala and, impala antelope, impala antelopes, impala are, impala in, impala is, impala or, impala ram, impala were
n02422699	Aepyceros melampus	* [lemma]: Impala Aepyceros melampus, _ Aepyceros melampus, impala Aepyceros melampus	[lemma] *: Aepyceros melampus petersi, Aepyceros melampus suara
n04536866	violin	* [lemma]: The violin, a violin, and violin, first violin, for violin, his violin, of violin, second violin, solo violin, the violin	[lemma] *: violin and, violin at, violin concerto, violin in, violin is, violin or, violin playing, violin to, violin was, violin with
n04536866	fiddle	* [lemma]: &#39;s fiddle, a fiddle, and fiddle, first fiddle, his fiddle, my fiddle, of fiddle, second fiddle, the fiddle, to fiddle	[lemma] *: fiddle and, fiddle at, fiddle for, fiddle in, fiddle is, fiddle of, fiddle or, fiddle to, fiddle was, fiddle with
n01775062	wolf spider	* [lemma]: A wolf spider, European wolf spider, The wolf spider, _ wolf spider, a wolf spider, female wolf spider, large wolf spider, male wolf spider, of wolf spider, the wolf spider	[lemma] *: wolf spider Lycosa, wolf spider Pardosa, wolf spider and, wolf spider carries, wolf spider does, wolf spider has, wolf spider in, wolf spider is, wolf spider of, wolf spider with
n01775062	hunting spider	* [lemma]: a hunting spider, the hunting spider	[lemma] *: hunting spider and, hunting spider in
n03207743	dishrag	* [lemma]: a dishrag, damp dishrag, dirty dishrag, her dishrag, limp dishrag, of dishrag, old dishrag, out dishrag, the dishrag, wet dishrag	[lemma] *: dishrag and, dishrag for, dishrag from, dishrag in, dishrag of, dishrag on, dishrag or, dishrag over, dishrag to, dishrag with
n03207743	dishcloth	* [lemma]: a dishcloth, and dishcloth, clean dishcloth, damp dishcloth, her dishcloth, his dishcloth, old dishcloth, or dishcloth, the dishcloth, wet dishcloth	[lemma] *: dishcloth and, dishcloth from, dishcloth gourd, dishcloth in, dishcloth is, dishcloth of, dishcloth on, dishcloth or, dishcloth over, dishcloth to
n03983396	pop bottle	* [lemma]: A pop bottle, a pop bottle, broken pop bottle, empty pop bottle, his pop bottle, of pop bottle, or pop bottle, plastic pop bottle, soda pop bottle, the pop bottle	[lemma] *: pop bottle and, pop bottle at, pop bottle caps, pop bottle from, pop bottle in, pop bottle is, pop bottle on, pop bottle or, pop bottle was, pop bottle with
n03983396	soda bottle	* [lemma]: A soda bottle, a soda bottle, empty soda bottle, glass soda bottle, large soda bottle, liter soda bottle, or soda bottle, plastic soda bottle, the soda bottle, universal soda bottle	[lemma] *: soda bottle and, soda bottle caps, soda bottle filled, soda bottle in, soda bottle is, soda bottle on, soda bottle or, soda bottle to, soda bottle which, soda bottle with
n03240683	drilling platform	* [lemma]: Sea drilling platform, The drilling platform, a drilling platform, fixed drilling platform, floating drilling platform, mobile drilling platform, offshore drilling platform, oil drilling platform, shore drilling platform, the drilling platform	[lemma] *: drilling platform and, drilling platform at, drilling platform for, drilling platform in, drilling platform is, drilling platform on, drilling platform or, drilling platform to, drilling platform was, drilling platform with
n03240683	offshore rig	* [lemma]: An offshore rig, an offshore rig, of offshore rig, the offshore rig	[lemma] *: offshore rig and, offshore rig in, offshore rig is
n01755581	diamondback	* [lemma]: Eastern diamondback, The diamondback, Western diamondback, a diamondback, and diamondback, big diamondback, eastern diamondback, of diamondback, the diamondback, western diamondback	[lemma] *: diamondback and, diamondback is, diamondback moth, diamondback moths, diamondback rattler, diamondback rattlers, diamondback rattlesnake, diamondback rattlesnakes, diamondback terrapin, diamondback terrapins
