"relevance"	"synsetid"	"queryexpansion"
0.1492294561	"n07768694"	"pomegranate in the garden"
0.1480544276	"n07768694"	"small pomegranate"
0.1426748079	"n07768694"	"pomegranate in the hand"
0.1258746658	"n07768694"	"sweet pomegranate"
0.1133992223	"n07768694"	"ripe pomegranate"
0.1121174612	"n07768694"	"wild pomegranate"
0.1109593735	"n07768694"	"dwarf pomegranate"
0.1075859445	"n07768694"	"scarlet pomegranate"
0.1038160774	"n07768694"	"rich pomegranate"
0.101044428	"n07768694"	"stone pomegranate"
0.1005586428	"n07768694"	"full pomegranate"
0.1004998052	"n07768694"	"cups pomegranate"
0.0969666083	"n07768694"	"cup pomegranate"
0.0932588005	"n07768694"	"pomegranate is filled"
0.0925531417	"n07768694"	"pomegranate is cultivated"
0.0837517206	"n07768694"	"tablespoons pomegranate"
0.0801224058	"n07768694"	"ivory pomegranate"
0.0788494707	"n07768694"	"pomegranate was used"
0.0767706364	"n07768694"	"pomegranate is used"
0.076465048	"n07768694"	"open pomegranate"
0.0746234694	"n07768694"	"pomegranate is placed"
0.0710238332	"n07768694"	"pomegranate is mentioned"
0.059123895	"n07768694"	"word pomegranate"
0.1996442567	"n07802026"	"grass hay"
0.1610417532	"n07802026"	"dry hay"
0.1535442809	"n07802026"	"clover hay"
0.1428631983	"n07802026"	"alfalfa hay"
0.1408723862	"n07802026"	"hay in the mow"
0.1319296103	"n07802026"	"hay in the meadows"
0.1314685433	"n07802026"	"hay is used"
0.1308393192	"n07802026"	"hay in the fields"
0.1301055859	"n07802026"	"hay in the meadow"
0.1291605507	"n07802026"	"hay was used"
0.1265049984	"n07802026"	"hay in the field"
0.1254203786	"n07802026"	"hay in the winter"
0.1249291135	"n07802026"	"hay in the barn"
0.1206274507	"n07802026"	"mown hay"
0.118125523	"n07802026"	"good hay"
0.117449336	"n07802026"	"meadow hay"
0.1171676385	"n07802026"	"much hay"
0.1167656536	"n07802026"	"more hay"
0.1161879455	"n07802026"	"little hay"
0.1156894534	"n07802026"	"hay in the stable"
0.1150336102	"n07802026"	"legume hay"
0.1120433312	"n07802026"	"Timothy hay"
0.1120433312	"n07802026"	"timothy hay"
0.1117942294	"n07802026"	"hay is fed"
0.111526024	"n07802026"	"hay in the stack"
0.1110555404	"n07802026"	"hay is cut"
0.1106576397	"n07802026"	"oat hay"
0.1094862368	"n07802026"	"hay was fed"
0.1087475478	"n07802026"	"hay was cut"
0.1070291722	"n07802026"	"hay is given"
0.1059502934	"n07802026"	"hay in the loft"
0.1047211796	"n07802026"	"hay was given"
0.1018361931	"n07802026"	"hay was being"
0.1007491331	"n07802026"	"salt hay"
0.0986389768	"n07802026"	"hay is stored"
0.0985378163	"n07802026"	"hay is put"
0.0963309842	"n07802026"	"hay was stored"
0.0962298237	"n07802026"	"hay was put"
0.0913508504	"n07802026"	"hay is grown"
0.0907529414	"n07802026"	"hay is taken"
0.0904201805	"n07802026"	"hay is made"
0.0881121879	"n07802026"	"hay was made"
0.0877273782	"n07802026"	"marsh hay"
0.0867497522	"n07802026"	"sweet hay"
0.0849653736	"n07802026"	"new hay"
0.0833891697	"n07802026"	"hay is carried"
0.0827113267	"n07802026"	"hay was brought"
0.0781374053	"n07802026"	"hay was stacked"
0.0671041563	"n07802026"	"old hay"
0.0379097374	"n07802026"	"que hay"
0.3232031894	"n07831146"	"pasta carbonara"
0.2652779673	"n07831146"	"fettucine carbonara"
0.2496259723	"n07831146"	"fettuccine carbonara"
0.239167626	"n07831146"	"Spaghetti carbonara"
0.239167626	"n07831146"	"spaghetti carbonara"
0.239167626	"n07831146"	"spaghetti carbonara"
0.1128711311	"n07831146"	"la carbonara"
0.3036739871	"n07836838"	"bread chocolate syrup"
0.2981189767	"n07836838"	"tablespoons chocolate syrup"
0.2969676115	"n07836838"	"teaspoons chocolate syrup"
0.291782492	"n07836838"	"cup chocolate syrup"
0.2860685701	"n07836838"	"cream chocolate sauce"
0.2796542106	"n07836838"	"tablespoons chocolate sauce"
0.2774653079	"n07836838"	"Bosco chocolate syrup"
0.2762624397	"n07836838"	"hot chocolate syrup"
0.2762255644	"n07836838"	"Drizzle chocolate syrup"
0.2733177259	"n07836838"	"cup chocolate sauce"
0.2689557633	"n07836838"	"thick chocolate syrup"
0.2677295217	"n07836838"	"little chocolate syrup"
0.2600776104	"n07836838"	"Bet chocolate syrup"
0.2582779752	"n07836838"	"dark chocolate syrup"
0.2577976736	"n07836838"	"hot chocolate sauce"
0.2577976736	"n07836838"	"Hot chocolate sauce"
0.2566231423	"n07836838"	"white chocolate sauce"
0.2554757069	"n07836838"	"more chocolate syrup"
0.2549985276	"n07836838"	"cold chocolate sauce"
0.2535366869	"n07836838"	"free chocolate syrup"
0.2511444198	"n07836838"	"bitter chocolate sauce"
0.2504909972	"n07836838"	"thick chocolate sauce"
0.2482353579	"n07836838"	"warm chocolate sauce"
0.2456706934	"n07836838"	"rich chocolate sauce"
0.2398132091	"n07836838"	"dark chocolate sauce"
0.2382250619	"n07836838"	"bittersweet chocolate sauce"
0.1901861262	"n07860988"	"flour dough"
0.1572052347	"n07860988"	"bread dough"
0.1572052347	"n07860988"	"bread dough"
0.1492806852	"n07860988"	"pastry dough"
0.1465119566	"n07860988"	"unleavened dough"
0.1416460602	"n07860988"	"yeast dough"
0.1334564893	"n07860988"	"little dough"
0.1323236862	"n07860988"	"biscuit dough"
0.1315286105	"n07860988"	"dough in the oven"
0.1277161406	"n07860988"	"dough in the pan"
0.1243572531	"n07860988"	"dough in the bowl"
0.1225200519	"n07860988"	"dough in the refrigerator"
0.120356462	"n07860988"	"dough in the same"
0.1201215606	"n07860988"	"dough is baked"
0.1200438503	"n07860988"	"dough is used"
0.1149276292	"n07860988"	"dough in the hands"
0.1145446947	"n07860988"	"dough in the usual"
0.1141783634	"n07860988"	"soft dough"
0.1140501045	"n07860988"	"dough in the middle"
0.1130768624	"n07860988"	"cookie dough"
0.1125077258	"n07860988"	"dough was baked"
0.107903675	"n07860988"	"dough is kneaded"
0.1036984991	"n07860988"	"much dough"
0.1017882801	"n07860988"	"pie dough"
0.1014306484	"n07860988"	"dough in the trough"
0.1013106809	"n07860988"	"more dough"
0.1004144276	"n07860988"	"dough in the center"
0.1002898402	"n07860988"	"dough was kneaded"
0.098367409	"n07860988"	"smooth dough"
0.0970116253	"n07860988"	"pizza dough"
0.0954707224	"n07860988"	"dough is made"
0.0878568876	"n07860988"	"dough was made"
0.0877933036	"n07860988"	"dough is put"
0.0877197899	"n07860988"	"dough is allowed"
0.0858448967	"n07860988"	"sour dough"
0.0847471552	"n07860988"	"dough was mixed"
0.0827864511	"n07860988"	"stiff dough"
0.0813498133	"n07860988"	"dough was spread"
0.0805165311	"n07860988"	"dough is rising"
0.0801794688	"n07860988"	"dough was put"
0.0799105738	"n07860988"	"dough was prepared"
0.0770085358	"n07860988"	"play dough"
0.0760706145	"n07860988"	"dough is rolled"
0.0758083228	"n07860988"	"Place dough"
0.0741709552	"n07860988"	"dough was left"
0.0717716799	"n07860988"	"Divide dough"
0.0693313825	"n07860988"	"dough is placed"
0.0684567797	"n07860988"	"dough was rolled"
0.0659665796	"n07860988"	"dough is formed"
0.0617175477	"n07860988"	"dough was placed"
0.1983984367	"n07871810"	"baked meat loaf"
0.1960464802	"n07871810"	"cooked meat loaf"
0.1915863599	"n07871810"	"turkey meat loaf"
0.191154971	"n07871810"	"baked meatloaf"
0.189710641	"n07871810"	"beef meat loaf"
0.1840991017	"n07871810"	"cooked meatloaf"
0.1830394064	"n07871810"	"delicious meat loaf"
0.1759932541	"n07871810"	"leftover meat loaf"
0.1717084472	"n07871810"	"Cold meat loaf"
0.1717084472	"n07871810"	"cold meat loaf"
0.1707187406	"n07871810"	"turkey meatloaf"
0.1697548543	"n07871810"	"hot meat loaf"
0.1660219616	"n07871810"	"good meat loaf"
0.1522438064	"n07871810"	"meat loaf in the oven"
0.1516019497	"n07871810"	"best meat loaf"
0.1511990381	"n07871810"	"favorite meat loaf"
0.1450778801	"n07871810"	"delicious meatloaf"
0.1339764554	"n07871810"	"meatless meatloaf"
0.1239394234	"n07871810"	"leftover meatloaf"
0.1190595643	"n07871810"	"meatloaf in the oven"
0.1187459019	"n07871810"	"homemade meatloaf"
0.1110850027	"n07871810"	"cold meatloaf"
0.0940255459	"n07871810"	"good meatloaf"
0.0507655102	"n07871810"	"best meatloaf"
0.0495567752	"n07871810"	"favorite meatloaf"
0.1905755694	"n07873807"	"dish pizza"
0.1874278766	"n07873807"	"cheese pizza"
0.1703243854	"n07873807"	"sausage pizza"
0.1694809282	"n07873807"	"pepperoni pizza"
0.1458193775	"n07873807"	"gourmet pizza"
0.1451670231	"n07873807"	"vegetable pizza"
0.1432480951	"n07873807"	"onion pizza"
0.1349418035	"n07873807"	"whole pizza pie"
0.1282072862	"n07873807"	"big pizza pie"
0.1247703828	"n07873807"	"pan pizza"
0.1206255206	"n07873807"	"large pizza pie"
0.1168843077	"n07873807"	"pizza is baked"
0.1132370764	"n07873807"	"pizza is cooked"
0.1121791957	"n07873807"	"frozen pizza"
0.109573511	"n07873807"	"pizza in the oven"
0.1089102984	"n07873807"	"pizza in the kitchen"
0.1082114073	"n07873807"	"pizza in the fridge"
0.1058463612	"n07873807"	"pizza in the microwave"
0.1057589015	"n07873807"	"pizza in the refrigerator"
0.1053493176	"n07873807"	"pizza in the freezer"
0.0993539597	"n07873807"	"pizza was eaten"
0.0973184177	"n07873807"	"Italian pizza"
0.0968452073	"n07873807"	"pizza in the other"
0.0919547728	"n07873807"	"small pizza"
0.0893296496	"n07873807"	"pizza is topped"
0.088099371	"n07873807"	"pizza in the evening"
0.0851966349	"n07873807"	"good pizza"
0.0833868239	"n07873807"	"pizza in the city"
0.0824288438	"n07873807"	"medium pizza"
0.0821105094	"n07873807"	"cold pizza"
0.0818044253	"n07873807"	"pizza in the world"
0.0813813837	"n07873807"	"pizza is made"
0.078552309	"n07873807"	"pizza was made"
0.076251447	"n07873807"	"large pizza"
0.0744359878	"n07873807"	"pizza is left"
0.0742305593	"n07873807"	"pizza is cut"
0.0738315986	"n07873807"	"inch pizza"
0.0732503544	"n07873807"	"order pizza"
0.073055762	"n07873807"	"local pizza"
0.0726255533	"n07873807"	"pizza is delivered"
0.0722859044	"n07873807"	"best pizza"
0.0722532713	"n07873807"	"pizza is served"
0.0716069131	"n07873807"	"pizza was left"
0.0715834821	"n07873807"	"pizza was gone"
0.0714014846	"n07873807"	"pizza was cut"
0.0699155901	"n07873807"	"pizza is done"
0.0697964786	"n07873807"	"pizza was delivered"
0.0694241967	"n07873807"	"pizza was served"
0.0690385565	"n07873807"	"pizza is being"
0.0688871766	"n07873807"	"more pizza"
0.0662094819	"n07873807"	"pizza was being"
0.0613340681	"n07873807"	"pizza was ordered"
0.0480826286	"n07873807"	"pizza was introduced"
0.2143274468	"n07875152"	"chicken potpie"
0.2143274468	"n07875152"	"Chicken potpie"
0.2143274468	"n07875152"	"chicken potpie"
0.1759774706	"n07875152"	"turkey potpie"
0.1759774706	"n07875152"	"Turkey potpie"
0.1616537992	"n07875152"	"Beef potpie"
0.1616537992	"n07875152"	"beef potpie"
0.1278292902	"n07875152"	"potpie in the oven"
0.1026451949	"n07875152"	"pigeon potpie"
0.0892915325	"n07875152"	"good potpie"
0.1606801684	"n07880968"	"cheese burrito"
0.1554537446	"n07880968"	"Bean burrito"
0.1554537446	"n07880968"	"bean burrito"
0.1554537446	"n07880968"	"bean burrito"
0.1554537446	"n07880968"	"Bean burrito"
0.1510829474	"n07880968"	"chicken burrito"
0.1510829474	"n07880968"	"Chicken burrito"
0.1324353934	"n07880968"	"fried burrito"
0.1217221078	"n07880968"	"veggie burrito"
0.1141568025	"n07880968"	"beef burrito"
0.1141568025	"n07880968"	"Beef burrito"
0.1138618523	"n07880968"	"frozen burrito"
0.1000284526	"n07880968"	"Mexican burrito"
0.0999737243	"n07880968"	"burrito in the microwave"
0.0979888668	"n07880968"	"breakfast burrito"
0.0882470198	"n07880968"	"vegetarian burrito"
0.0867029971	"n07880968"	"large burrito"
0.0844466192	"n07880968"	"little burrito"
0.0566769027	"n07880968"	"bad burrito"
0.0494793503	"n07880968"	"El burrito"
0.0373988483	"n07880968"	"best burrito"
0.2190589745	"n07892512"	"Bordeaux red wine"
0.2015321267	"n07892512"	"bottle red wine"
0.1942798766	"n07892512"	"light red wine"
0.1919516151	"n07892512"	"dark red wine"
0.1914439467	"n07892512"	"dry red wine"
0.190820703	"n07892512"	"sweet red wine"
0.1907762914	"n07892512"	"little red wine"
0.186671514	"n07892512"	"blood red wine"
0.184375379	"n07892512"	"cups red wine"
0.1842665796	"n07892512"	"rich red wine"
0.1823209054	"n07892512"	"cup red wine"
0.181829575	"n07892512"	"tbsp red wine"
0.1814707361	"n07892512"	"good red wine"
0.1806006885	"n07892512"	"cheap red wine"
0.1800828104	"n07892512"	"tablespoons red wine"
0.1795432598	"n07892512"	"teaspoons red wine"
0.1786853292	"n07892512"	"California red wine"
0.1736200111	"n07892512"	"Virginia red wine"
0.172291849	"n07892512"	"excellent red wine"
0.1718006286	"n07892512"	"strong red wine"
0.1652537443	"n07892512"	"red wine in the glasses"
0.1624680794	"n07892512"	"red wine in the cellar"
0.1602769909	"n07892512"	"red wine in the other"
0.1562072986	"n07892512"	"red wine in the kitchen"
0.1559167668	"n07892512"	"red wine in the same"
0.1542507002	"n07892512"	"red wine in the middle"
0.1539767613	"n07892512"	"red wine in the bottom"
0.1520581351	"n07892512"	"red wine in the house"
0.1514100131	"n07892512"	"red wine in the evening"
0.1503926677	"n07892512"	"red wine in the world"
0.1711368585	"n07920052"	"ground espresso"
0.1634181197	"n07920052"	"chocolate espresso"
0.1327236012	"n07920052"	"cup espresso"
0.128483767	"n07920052"	"espresso in the morning"
0.1223971941	"n07920052"	"espresso is brewed"
0.1139260947	"n07920052"	"caffe espresso"
0.1001091013	"n07920052"	"cafe espresso"
0.0926940052	"n07920052"	"instant espresso"
0.0867903889	"n07920052"	"home espresso"
0.0797670925	"n07920052"	"morning espresso"
0.0785433318	"n07920052"	"espresso was served"
0.0765078784	"n07920052"	"espresso is served"
0.0352026574	"n07920052"	"era espresso"
0.0193510282	"n07920052"	"L&#39; espresso"
0.1267394322	"n07930864"	"cup in the middle"
0.1178356487	"n07930864"	"cup in the hand"
0.1162544493	"n07930864"	"cup in the form"
0.1125968052	"n07930864"	"cup in the other"
0.1050148358	"n07930864"	"cup in the communion"
0.1045334115	"n07930864"	"cup in the sacrament"
0.1044188615	"n07930864"	"little cup"
0.1009050612	"n07930864"	"cup in the Eucharist"
0.1009050612	"n07930864"	"cup in the eucharist"
0.0968415249	"n07930864"	"cup in the Lord"
0.0883277232	"n07930864"	"cup in the centre"
0.088241076	"n07930864"	"cup was handed"
0.0860560355	"n07930864"	"cup was filled"
0.0859492953	"n07930864"	"first cup"
0.0810654331	"n07930864"	"cup was given"
0.0804320736	"n07930864"	"full cup"
0.0801237846	"n07930864"	"bitter cup"
0.0796486273	"n07930864"	"cup was placed"
0.0780372295	"n07930864"	"second cup"
0.0771967492	"n07930864"	"golden cup"
0.076080814	"n07930864"	"cup was broken"
0.0757331384	"n07930864"	"cup was brought"
0.0749354915	"n07930864"	"cup is filled"
0.0745866979	"n07930864"	"cup was made"
0.0727421831	"n07930864"	"coffee cup"
0.071936466	"n07930864"	"cup is used"
0.0718621698	"n07930864"	"drinking cup"
0.0709549404	"n07930864"	"cup was found"
0.0701902949	"n07930864"	"wine cup"
0.0690074636	"n07930864"	"cup was passed"
0.0685280833	"n07930864"	"cup is placed"
0.0652952359	"n07930864"	"same cup"
0.0634661539	"n07930864"	"cup is made"
0.0628312168	"n07930864"	"cup is lined"
0.0627533055	"n07930864"	"small cup"
0.0608046169	"n07930864"	"china cup"
0.0604566	"n07930864"	"large cup"
0.0602280123	"n07930864"	"cup is held"
0.0600204865	"n07930864"	"tin cup"
0.0598343964	"n07930864"	"cup is found"
0.0592279091	"n07930864"	"cup was presented"
0.0555795419	"n07930864"	"cup is called"
0.0549740834	"n07930864"	"cup is formed"
0.0494174605	"n07930864"	"silver cup"
0.0481073651	"n07930864"	"cup is presented"
0.0438769577	"n07930864"	"paper cup"
0.0356376446	"n07930864"	"optic cup"
0.0183387245	"n07930864"	"Va cup"
0.0179641701	"n07930864"	"V2 cup"
-0.0002961664	"n07930864"	"Vi cup"
0.1631572076	"n07932039"	"rum eggnog"
0.1422205679	"n07932039"	"cups eggnog"
0.1303138859	"n07932039"	"dairy eggnog"
0.127415341	"n07932039"	"cup eggnog"
0.1064361379	"n07932039"	"homemade eggnog"
0.093109144	"n07932039"	"little eggnog"
0.0930754411	"n07932039"	"hot eggnog"
0.0779649956	"n07932039"	"good eggnog"
0.0737987293	"n07932039"	"traditional eggnog"
0.0718754447	"n07932039"	"much eggnog"
0.0705039275	"n07932039"	"rich eggnog"
0.0700307389	"n07932039"	"more eggnog"
0.0677801207	"n07932039"	"holiday eggnog"
0.0604299662	"n07932039"	"Mommy eggnog"
0.0576070463	"n07932039"	"best eggnog"
0.0572451782	"n07932039"	"Christmas eggnog"
0.0528138973	"n07932039"	"thick eggnog"
0.2671784981	"n09193705"	"high alp"
0.2063953718	"n09193705"	"highest alp"
0.1545917039	"n09193705"	"lower alp"
0.1478729963	"n09193705"	"little alp"
0.1132464953	"n09193705"	"upper alp"
0.079602478	"n09193705"	"Swiss alp"
0.0730231385	"n09193705"	"fiery alp"
0.0714904595	"n09193705"	"green alp"
0.064622784	"n09193705"	"open alp"
0.0625752641	"n09193705"	"word alp"
0.0598945808	"n09193705"	"grassy alp"
0.1595461318	"n09229709"	"gas bubble"
0.1531451334	"n09229709"	"air bubble"
0.1288571982	"n09229709"	"water bubble"
0.1254585312	"n09229709"	"bubble in the air"
0.1250828537	"n09229709"	"hydrogen bubble"
0.1173625528	"n09229709"	"bubble in the water"
0.1110707789	"n09229709"	"bubble in the tube"
0.1110129458	"n09229709"	"bubble in the glass"
0.1098083774	"n09229709"	"glass bubble"
0.1066126323	"n09229709"	"magnetic bubble"
0.1059951514	"n09229709"	"mere bubble"
0.1055520371	"n09229709"	"small bubble"
0.1027530521	"n09229709"	"little bubble"
0.0979827348	"n09229709"	"bubble in the level"
0.095190322	"n09229709"	"Sea bubble"
0.0938422019	"n09229709"	"bubble in the middle"
0.0922726555	"n09229709"	"bubble in the world"
0.091029061	"n09229709"	"large bubble"
0.0871281025	"n09229709"	"single bubble"
0.0869329718	"n09229709"	"bubble in the spirit"
0.0838539028	"n09229709"	"empty bubble"
0.0822471212	"n09229709"	"bubble in the center"
0.0800641834	"n09229709"	"speculative bubble"
0.0759493318	"n09229709"	"soap bubble"
0.0744101534	"n09229709"	"bubble in the centre"
0.073731184	"n09229709"	"bubble was attached"
0.0707177442	"n09229709"	"level bubble"
0.070702318	"n09229709"	"bubble is made"
0.0690966396	"n09229709"	"bubble is found"
0.0676424032	"n09229709"	"bubble was punctured"
0.0656779818	"n09229709"	"Mississippi bubble"
0.0650502435	"n09229709"	"bubble was found"
0.064598467	"n09229709"	"bubble is seen"
0.0611007577	"n09229709"	"bubble was puffed"
0.0600621576	"n09229709"	"bubble is blown"
0.0596089923	"n09229709"	"bubble is burst"
0.05830906	"n09229709"	"bubble is centered"
0.0579980896	"n09229709"	"bubble is pricked"
0.0574098782	"n09229709"	"bubble was broken"
0.0560157615	"n09229709"	"bubble was blown"
0.0559910396	"n09229709"	"cauldron bubble"
0.0555625961	"n09229709"	"bubble was burst"
0.0542626639	"n09229709"	"bubble was centered"
0.0539516934	"n09229709"	"bubble was pricked"
0.0533187149	"n09229709"	"bubble is brought"
0.0478532111	"n09229709"	"bubble is displaced"
0.0470045594	"n09229709"	"bubble is formed"
0.0459974224	"n09229709"	"first bubble"
