n02268443	dragonfly	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: adult dragonfly, blue dragonfly, giant dragonfly, green dragonfly, large dragonfly, male dragonfly, red dragonfly, small dragonfly, winged dragonfly, young dragonfly	[lemma] in the *: 	*_NOUN [lemma]: adult dragonfly, darner dragonfly, emerald dragonfly, hawker dragonfly, skimmer dragonfly, zone dragonfly
n04259630	sombrero	[lemma] was *_VERB: sombrero was drawn, sombrero was pulled, sombrero was pushed, sombrero was tilted	[lemma] is *_VERB: 	*_ADJ [lemma]: Mexican sombrero, Spanish sombrero, big sombrero, black sombrero, brimmed sombrero, broad sombrero, huge sombrero, large sombrero, white sombrero, wide sombrero	[lemma] in the *: 	*_NOUN [lemma]: El sombrero, Stetson sombrero, Texas sombrero, con sombrero, cowboy sombrero, hat sombrero, sin sombrero, straw sombrero, velvet sombrero, word sombrero
n02098286	West Highland white terrier	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n04606251	wreck	[lemma] was *_VERB: wreck was abandoned, wreck was broken, wreck was cleared, wreck was discovered, wreck was left, wreck was sinking, wreck was sold	[lemma] is *_VERB: wreck is allowed, wreck is claimed, wreck is cleared, wreck is distinguished, wreck is left, wreck is lying, wreck is saved, wreck is secreted	*_ADJ [lemma]: complete wreck, general wreck, mere wreck, miserable wreck, nervous wreck, old wreck, perfect wreck, physical wreck, total wreck, utter wreck	[lemma] in the *: wreck in the West, wreck in the first, wreck in the harbour, wreck in the midst, wreck in the morning, wreck in the ocean, wreck in the possession, wreck in the sea	*_NOUN [lemma]: auto wreck, car wreck, freight wreck, pirate wreck, plane wreck, railroad wreck, railway wreck, sea wreck, ship wreck, train wreck
n04147183	schooner	[lemma] was *_VERB: schooner was anchored, schooner was captured, schooner was going, schooner was lying, schooner was sent, schooner was taken, schooner was wrecked	[lemma] is *_VERB: schooner is anchored, schooner is going, schooner is sailing	*_ADJ [lemma]: American schooner, British schooner, English schooner, French schooner, Spanish schooner, armed schooner, large schooner, little schooner, masted schooner, small schooner	[lemma] in the *: schooner in the bay, schooner in the dark, schooner in the distance, schooner in the harbor, schooner in the harbour, schooner in the offing, schooner in the river, schooner in the service, schooner in the shallows, schooner in the very	*_NOUN [lemma]: S. schooner, States schooner, fishing schooner, pilot schooner, prairie schooner, privateer schooner, prize schooner, steam schooner, topsail schooner, trading schooner
n04423845	thimble	[lemma] was *_VERB: 	[lemma] is *_VERB: thimble is attached, thimble is divided, thimble is fixed, thimble is graduated, thimble is inserted, thimble is put, thimble is turned	*_ADJ [lemma]: gold thimble, golden thimble, large thimble, little thimble, lower thimble, metal thimble, new thimble, silver thimble, small thimble, upper thimble	[lemma] in the *: thimble in the Soxhlet, thimble in the end, thimble in the eye	*_NOUN [lemma]: alundum thimble, brass thimble, copper thimble, extraction thimble, gold thimble, iron thimble, ivory thimble, paper thimble, silver thimble, steel thimble
n02514041	barracouta	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02514041	snoek	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02037110	oystercatcher	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: American oystercatcher, Black oystercatcher, Eurasian oystercatcher, European oystercatcher, black oystercatcher	[lemma] in the *: 	*_NOUN [lemma]: 
n02037110	oyster catcher	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: American oyster catcher, black oyster catcher	[lemma] in the *: 	*_NOUN [lemma]: 
n04252077	snowmobile	[lemma] was *_VERB: snowmobile was parked	[lemma] is *_VERB: 	*_ADJ [lemma]: black snowmobile, blue snowmobile, first snowmobile, groomed snowmobile, local snowmobile, new snowmobile, old snowmobile, other snowmobile, own snowmobile, second snowmobile	[lemma] in the *: snowmobile in the winter	*_NOUN [lemma]: Cat snowmobile, Ford snowmobile, winter snowmobile
n02978881	cassette	[lemma] was *_VERB: cassette was cloned, cassette was designed, cassette was inserted, cassette was introduced, cassette was playing, cassette was produced	[lemma] is *_VERB: cassette is centered, cassette is closed, cassette is held, cassette is inserted, cassette is loaded, cassette is positioned, cassette is supported	*_ADJ [lemma]: audio cassette, compact cassette, inch cassette, minute cassette, new cassette, portable cassette, ray cassette, small cassette, stereo cassette, video cassette	[lemma] in the *: cassette in the Bucky, cassette in the VCR, cassette in the car, cassette in the dark, cassette in the darkroom, cassette in the machine, cassette in the player, cassette in the recorder, cassette in the tape	*_NOUN [lemma]: VHS cassette, Video cassette, expression cassette, film cassette, grid cassette, radio cassette, stereo cassette, tape cassette, video cassette, videotape cassette
n07695742	pretzel	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: German pretzel, giant pretzel, hot pretzel, human pretzel, large pretzel, old pretzel, small pretzel, soft pretzel, thin pretzel, twisted pretzel	[lemma] in the *: 	*_NOUN [lemma]: beer pretzel, cup pretzel, cups pretzel, rubber pretzel, word pretzel
n07717556	butternut squash	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: baked butternut squash, cubed butternut squash, diced butternut squash, large butternut squash, medium butternut squash, pound butternut squash, roasted butternut squash, size butternut squash, small butternut squash	[lemma] in the *: 	*_NOUN [lemma]: cup butternut squash, cups butternut squash, pound butternut squash, pounds butternut squash
n02112137	chow	[lemma] was *_VERB: chow was served	[lemma] is *_VERB: chow is served, chow is situated	*_ADJ [lemma]: Chinese chow, black chow, good chow, hot chow, laboratory chow, little chow, own chow, rat chow, regular chow, standard chow	[lemma] in the *: chow in the mess, chow in the morning, chow in the province	*_NOUN [lemma]: Hang chow, chicken chow, chow chow, dog chow, evening chow, lab chow, laboratory chow, monkey chow, noon chow, rat chow
n02112137	chow chow	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: shepherd chow chow
n01675722	banded gecko	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: western banded gecko	[lemma] in the *: 	*_NOUN [lemma]: Texas banded gecko
n01734418	king snake	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Scarlet king snake, big king snake, black king snake, common king snake, coral king snake, foot king snake, harmless king snake, large king snake, scarlet king snake, speckled king snake	[lemma] in the *: 	*_NOUN [lemma]: California king snake, Florida king snake, mountain king snake
n01734418	kingsnake	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Common kingsnake, Scarlet kingsnake, banded kingsnake, common kingsnake, eastern kingsnake, scarlet kingsnake, speckled kingsnake	[lemma] in the *: 	*_NOUN [lemma]: California kingsnake, Florida kingsnake, mountain kingsnake, prairie kingsnake
n02096051	Airedale	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: big Airedale, friendly Airedale, good Airedale, great Airedale, grown Airedale, large Airedale, little Airedale, old Airedale, upper Airedale, young Airedale	[lemma] in the *: 	*_NOUN [lemma]: Baron Airedale, Lord Airedale, Terriers Airedale, Upper Airedale, champion Airedale, family Airedale, part Airedale
n02096051	Airedale terrier	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: large Airedale terrier	[lemma] in the *: 	*_NOUN [lemma]: 
n04330267	stove	[lemma] was *_VERB: stove was burning, stove was heated, stove was kept, stove was lighted, stove was lit, stove was put	[lemma] is *_VERB: stove is built, stove is constructed, stove is heated, stove is kept, stove is lighted, stove is set	*_ADJ [lemma]: burning stove, cooking stove, electric stove, hot stove, iron stove, large stove, little stove, old stove, small stove, warm stove	[lemma] in the *: stove in the back, stove in the cabin, stove in the dining, stove in the kitchen, stove in the living, stove in the room	*_NOUN [lemma]: Franklin stove, charcoal stove, coal stove, cook stove, gas stove, iron stove, kerosene stove, kitchen stove, oil stove, wood stove
n02190166	fly	[lemma] was *_VERB: fly was buzzing, fly was caught, fly was gone, fly was observed, fly was taken	[lemma] is *_VERB: fly is caught, fly is finished, fly is known, fly is taken, fly is tied	*_ADJ [lemma]: Hessian fly, artificial fly, black fly, dry fly, large fly, little fly, natural fly, small fly, tsetse fly, wet fly	[lemma] in the *: fly in the dark, fly in the direction, fly in the face, fly in the midst, fly in the night, fly in the ointment, fly in the open, fly in the utmost	*_NOUN [lemma]: arrows fly, bird fly, birds fly, bottle fly, dragon fly, fruit fly, house fly, men fly, salmon fly, sparks fly
n03633091	ladle	[lemma] was *_VERB: ladle was emptied, ladle was lost, ladle was walking	[lemma] is *_VERB: ladle is brought, ladle is carried, ladle is held, ladle is moved, ladle is poured, ladle is suspended	*_ADJ [lemma]: big ladle, handled ladle, large ladle, long ladle, perforated ladle, sacrificial ladle, same ladle, small ladle, ton ladle, wooden ladle	[lemma] in the *: ladle in the hot, ladle in the kitchen, ladle in the pot, ladle in the punch, ladle in the soup, ladle in the water	*_NOUN [lemma]: brass ladle, casting ladle, copper ladle, hand ladle, iron ladle, punch ladle, silver ladle, soup ladle, steel ladle, tin ladle
n03773504	missile	[lemma] was *_VERB: missile was designed, missile was developed, missile was fired, missile was hurled, missile was launched, missile was projected, missile was sent, missile was thrown	[lemma] is *_VERB: missile is designed, missile is directed, missile is fired, missile is flying, missile is guided, missile is launched, missile is thrown	*_ADJ [lemma]: Cuban missile, Soviet missile, air missile, antiballistic missile, ballistic missile, guided missile, new missile, nuclear missile, other missile, range missile	[lemma] in the *: missile in the Soviet, missile in the U.S., missile in the desired, missile in the direction, missile in the hands, missile in the shape	*_NOUN [lemma]: Cruise missile, II missile, MX missile, U.S. missile, air missile, cruise missile, enemy missile, rocket missile, surface missile, velocity missile
n07920052	espresso	[lemma] was *_VERB: espresso was served	[lemma] is *_VERB: espresso is brewed, espresso is served	*_ADJ [lemma]: 	[lemma] in the *: espresso in the morning	*_NOUN [lemma]: L&#39; espresso, cafe espresso, caffe espresso, chocolate espresso, cup espresso, era espresso, ground espresso, home espresso, instant espresso, morning espresso
n01608432	kite	[lemma] was *_VERB: kite was fastened, kite was flown, kite was flying, kite was held, kite was raised, kite was sent	[lemma] is *_VERB: kite is attached, kite is employed, kite is flown, kite is flying, kite is held, kite is hovering, kite is raised, kite is supported	*_ADJ [lemma]: big kite, black kite, common kite, electric kite, electrical kite, famous kite, large kite, new kite, red kite, tailed kite	[lemma] in the *: kite in the direction, kite in the midst, kite in the park, kite in the rain, kite in the shape, kite in the sky, kite in the street, kite in the wind	*_NOUN [lemma]: Everglade kite, Mississippi kite, box kite, carrion kite, dragon kite, enemy kite, felon kite, lazar kite, paper kite, silk kite
n03891251	park bench	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: empty park bench, favorite park bench, green park bench, hard park bench, nearby park bench, nearest park bench, old park bench, public park bench, same park bench, wooden park bench	[lemma] in the *: park bench in the rain, park bench in the shade, park bench in the sun	*_NOUN [lemma]: city park bench, iron park bench
n02177972	weevil	[lemma] was *_VERB: weevil was introduced	[lemma] is *_VERB: weevil is known	*_ADJ [lemma]: Boll weevil, adult weevil, bean weevil, black weevil, boll weevil, granary weevil, little weevil, pea weevil, pine weevil, small weevil	[lemma] in the *: weevil in the South, weevil in the cotton, weevil in the early, weevil in the field, weevil in the southern	*_NOUN [lemma]: alfalfa weevil, bean weevil, boll weevil, grain weevil, leaf weevil, pine weevil, potato weevil, rice weevil, root weevil, vine weevil
n04435653	tile roof	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: Spanish tile roof, blue tile roof, glazed tile roof, green tile roof, heavy tile roof, new tile roof, old tile roof, orange tile roof, pitched tile roof, red tile roof	[lemma] in the *: 	*_NOUN [lemma]: barrel tile roof, clay tile roof, mission tile roof
n13037406	gyromitra	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n03623198	knee pad	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: 
n02115913	dhole	[lemma] was *_VERB: dhole was slinking	[lemma] is *_VERB: 	*_ADJ [lemma]: Indian dhole, red dhole, tailless dhole	[lemma] in the *: 	*_NOUN [lemma]: 
n02115913	Cuon alpinus	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: 	[lemma] in the *: 	*_NOUN [lemma]: dog Cuon alpinus
n03908714	pencil sharpener	[lemma] was *_VERB: 	[lemma] is *_VERB: 	*_ADJ [lemma]: automatic pencil sharpener, electric pencil sharpener, good pencil sharpener, manual pencil sharpener, mechanical pencil sharpener, new pencil sharpener, ordinary pencil sharpener, plastic pencil sharpener, regular pencil sharpener, small pencil sharpener	[lemma] in the *: pencil sharpener in the shape	*_NOUN [lemma]: Electric pencil sharpener, pocket pencil sharpener
n04026417	purse	[lemma] was *_VERB: purse was exhausted, purse was gone, purse was missing, purse was opened, purse was presented, purse was stolen, purse was taken	[lemma] is *_VERB: purse is concerned, purse is drained, purse is embroidered, purse is gone, purse is intrusted, purse is put, purse is taken	*_ADJ [lemma]: common purse, empty purse, full purse, little purse, long purse, national purse, own purse, private purse, privy purse, public purse	[lemma] in the *: purse in the course, purse in the hand, purse in the hands, purse in the highway, purse in the pocket, purse in the right, purse in the service, purse in the street	*_NOUN [lemma]: bead purse, change purse, charity purse, coin purse, family purse, leather purse, silk purse, stock purse, subscription purse, velvet purse
n04476259	tray	[lemma] was *_VERB: tray was covered, tray was produced, tray was removed, tray was taken	[lemma] is *_VERB: tray is brought, tray is held, tray is provided, tray is put, tray is removed, tray is set	*_ADJ [lemma]: empty tray, flat tray, large tray, little tray, metal tray, round tray, shallow tray, small tray, top tray, wooden tray	[lemma] in the *: tray in the bottom, tray in the hall, tray in the kitchen, tray in the mouth, tray in the sky	*_NOUN [lemma]: ash tray, brass tray, breakfast tray, food tray, impression tray, iron tray, silver tray, supper tray, tea tray, tin tray
